UID,Latitude,Longitude,Name,City,St,Zip,Cat,Elev,Comments,Pin
109253,42.364093,-111.56052199999999,Road Grade,Montpelier,ID,83254,Grade,,"7432 ft elev, Eastbound: 6 percent grade descent for 3 miles followed by 5 percent for 3 miles with curves.",roadgrade_pushpin
109258,43.25955,-115.528604,Road Grade,Mountain Home,ID,83647,Grade,,"4967 ft elev, Eastbound: short rolling hills, climbs and descents, Westbound: 6 percent grade descent for 2 miles followed by rolling hills and then 5 percent grade for over 5 miles.",roadgrade_pushpin
109259,47.456111,-115.69528700000001,Road Grade,Mullan,ID,83846,Grade,,"4662 ft elev, Westbound: 6 percent grade descent for 5 miles., Eastbound: 6 percent grade for 2 miles and then 5 percent for 1 mile",roadgrade_pushpin
109294,46.379164,-116.12273300000001,Road Grade,Orofino,ID,83544,Grade,,"3123 ft elev, 65 ft vehicle restriction, Westbound: 6-7 percent grade descent for over 7 miles of switchbacks and sharp curves ending just inside the town of Greer, ID",roadgrade_pushpin
109295,46.449368,-116.27651999999999,Road Grade,Orofino,ID,83544,Grade,,"3036 ft elev, Northbound: 6 percent grade descent for 5 miles into Orofino, ID with some switchbacks., Westbound: 8-9 percent grade descent for over 2 miles, with some switchbacks.",roadgrade_pushpin
109361,45.693478000000006,-113.94840500000001,Road Grade,Salmon,ID,83467,Grade,,"7015 ft elev, Northbound: 6 percent grade descent for 6.5 miles, Southbound: 6 percent grade for over 3 miles followed by a milder 4 percent grade for 7 miles.",roadgrade_pushpin
109375,43.492051000000004,-111.45413500000001,Road Grade,Swan Valley,ID,83449,Grade,,"5649 ft elev, Eastbound: 6 percent grade descent for 2 miles followed by milder grades and a couple more short 6 percent grade sections",roadgrade_pushpin
109408,46.255951,-116.60515500000001,Road Grade,Winchester,ID,83555,Grade,,"3751 ft elev, Northbound: 6 percent grade descent for 4 miles followed by 5 percent for 2 miles and then 4 percent for 2.5 miles",roadgrade_pushpin
113658,42.690827,-73.0248,Road Grade,Florida,MA,1247,Grade,,"2071 ft elev, East: 5-6 percent descents for 4 miles, West: 6-7 percent grades for 4 miles, hairpin turns and curves and steep descent into town of North Adams",roadgrade_pushpin
113749,42.17091,-72.879896,Road Grade,Russell,MA,1071,Grade,,"883 ft elev, East: 6 percent grade descent for 6 miles",roadgrade_pushpin
113757,42.58121,-73.06359499999999,Road Grade,Savoy,MA,1256,Grade,,"1984 ft elev, North: 6 percent grade descents and lesser hills for 5 miles",roadgrade_pushpin
113819,42.661484,-73.161922,Road Grade,Williamstown,MA,1267,Grade,,"2678 ft elev, Not recommended for large vehicles, North and South have 10-12 percent grade climb for 9 miles of rough narrow road, some down to near single lane.",roadgrade_pushpin
113820,42.723813,-73.272829,Road Grade,Williamstown,MA,1267,Grade,,"2008 ft elev, 7 percent descent for 4 miles in both directions from summit",roadgrade_pushpin
113953,39.677962,-79.26924,Road Grade,Accident,MD,21520,Grade,,"2958 ft elev, South: 7 percent descent for 3 miles",roadgrade_pushpin
114048,39.689884,-78.428578,Road Grade,Flintstone,MD,21530,Grade,,"994 ft elev, 8-10 percent grades up and down on curvy narrow stretches",roadgrade_pushpin
114049,39.7058,-78.623757,Road Grade,Flintstone,MD,21530,Grade,,"1604 ft elev, East: 6 percent descent for 2.5 miles., West: 6 percent descent for 3 miles",roadgrade_pushpin
114058,39.655333,-79.404337,Road Grade,Friendsville,MD,21531,Grade,,"1600 ft elev, South: 8 percent climb for 2 miles, then rolling hills to US 219",roadgrade_pushpin
114059,39.620433,-78.908114,Road Grade,Frostburg,MD,21532,Grade,,"1999 ft elev, North: 6-8 percent grade descent for 2.75 miles",roadgrade_pushpin
114060,39.676277,-78.954034,Road Grade,Frostburg,MD,21532,Grade,,"2678 ft elev, East: 7-10 percent grade right into town",roadgrade_pushpin
114061,39.682354,-78.96924,Road Grade,Frostburg,MD,21532,Grade,,"2676 ft elev, East: 6 percent grade descent for 13 miles ending in Cumberland",roadgrade_pushpin
114078,39.688959999999994,-79.10501,Road Grade,Grantsville,MD,21536,Grade,,"2662 ft elev, West: 6 percent descent for 2 miles and some rolling hills afterward",roadgrade_pushpin
114079,39.693946000000004,-79.258511,Road Grade,Grantsville,MD,21536,Grade,,"2771 ft elev, West: 6 percent grade descents for several 2-3 mile sections",roadgrade_pushpin
114080,39.697016999999995,-79.15736700000001,Road Grade,Grantsville,MD,21536,Grade,,"2357 ft elev, 8 percent descent for 2 miles from either direction",roadgrade_pushpin
114103,39.699064,-78.267217,Road Grade,Hancock,MD,21750,Grade,,"677 ft elev, West: 7 percent descent for 2 miles., East: 7 percent descent for 3 miles and it turns into 144 with rolling hills and curves",roadgrade_pushpin
114104,39.713392999999996,-78.29875200000001,Road Grade,Hancock,MD,21750,Grade,,"980 ft elev, East: 6 percent descent for 3 miles, West: 6 percent descent for 2 miles",roadgrade_pushpin
114133,39.610912,-79.024158,Road Grade,Lonaconing,MD,21539,Grade,,"2677 ft elev, Not recommended for large vehicles, 6-10 percent grades of narrow winding road, with some of it down to one lane.",roadgrade_pushpin
114150,39.438712,-79.243026,Road Grade,Oakland,MD,21550,Grade,,"2907 ft elev, West: 4-8 percent grades varying over 3 mile span, East: slight grade to start from summit and then goes to 9 percent grade for 4 miles right into a school zone at the end of it all.",roadgrade_pushpin
114178,39.440038,-79.229651,Road Grade,Swanton,MD,21561,Grade,,"2967 ft elev, South: 8-11 percent descent for 5 miles. It gets steeper as you go with 11 percent posted for the last 2 miles.",roadgrade_pushpin
116883,46.167081,-113.213493,Road Grade,Anaconda,MT,59711,Grade,,"6464 ft elev, 7 percent grade descent for 3 miles",roadgrade_pushpin
116935,46.323015999999996,-112.06806399999999,Road Grade,Boulder,MT,59632,Grade,,"5576 ft elev, Northbound: 5 percent grade descent for 3 miles., Southbound: 6 percent grade descent for over 2 miles.",roadgrade_pushpin
116947,48.314668,-113.35668000000001,Road Grade,Browning,MT,59417,Grade,,"5227 ft elev, Westbound: 4-6 percent grade descent for 4 miles.",roadgrade_pushpin
116948,48.696286,-113.71673899999999,Road Grade,Browning,MT,59417,Grade,,"6641 ft elev, No vehicles over 20 ft in length, Eastbound: 6 percent grade descent for 6 miles and then lesser grades for a few more miles, Westbound: 6 percent grade descent for 9 miles and 3 miles of lesser grade.",roadgrade_pushpin
116957,45.856184000000006,-112.43898700000001,Road Grade,Butte,MT,59701,Grade,,"6472 ft elev, Eastbound: 6 percent grade descent for 8 miles with some rolling hills., Westbound: 6 percent grade descent for 3 miles with 15-35 mph",roadgrade_pushpin
116958,45.884482,-112.67340300000001,Road Grade,Butte,MT,59701,Grade,,"5869 ft elev, Rolling hills with 5-6 percent grade descents less than a mile long",roadgrade_pushpin
116959,45.921423,-112.418897,Road Grade,Butte,MT,59701,Grade,,"6370 ft elev, Eastbound: 6 percent grade descent for 5 miles, Westbound: 6 percent grade descent for 3 miles.",roadgrade_pushpin
116960,46.031177,-112.460096,Road Grade,Butte,MT,59701,Grade,,"6321 ft elev, Southbound: 6 percent grade descent for 3 miles.",roadgrade_pushpin
116967,46.974777,-112.356967,Road Grade,Canyon Creek,MT,59633,Grade,,"6148 ft elev, Northbound: 7 percent grade descent for 1 mile followed by 6 percent grade for 2 miles., Southbound: percent grade descent for 3 miles with 20-35 mph curves.",roadgrade_pushpin
117011,45.233619,-112.9398,Road Grade,Dillon,MT,59725,Grade,,"6671 ft elev, Eastbound: 7 percent grade descent for 6 miles followed by some mild grade mixed in., Westbound: 7 percent grade descent for 5 miles",roadgrade_pushpin
117012,45.328353,-113.23270600000001,Road Grade,Dillon,MT,59725,Grade,,"7336 ft elev, Eastbound: 7 percent grade for 2 miles, Westbound: 7 percent grade for 2 miles and then milder grades.",roadgrade_pushpin
117022,45.287372999999995,-111.88727800000001,Road Grade,Ennis,MT,59729,Grade,,"6909 ft elev, Eastbound: 7 percent grade descent for 1 mile, followed by 5-7 percent for 3.8 miles., Westbound: 7 percent grade descent for 3 miles",roadgrade_pushpin
117037,44.977307,-110.69258500000001,Road Grade,Gardiner,MT,59030,Grade,,"6000 ft elev, North: 7-8 percent grade descent for 2 miles, then 4-6 percent for 2 miles",roadgrade_pushpin
117089,46.561678,-112.308558,Road Grade,Helena,MT,59601,Grade,,"6319 ft elev, Eastbound: 8 percent grade descent for 6 miles, Westbound: 8 percent grade descent for 1 mile, followed by 7 percent grade for 2 miles, then 5 percent grade for less than 1 mile.",roadgrade_pushpin
117132,47.076457,-112.37073000000001,Road Grade,Lincoln,MT,59639,Grade,,"5646 ft elev, Eastbound: 6 percent grade descent for 3 miles, followed by 5 percent and rolling hills., Westbound: 6 percent grade descent for 1 mile and then 5 percent for less than 2 miles.",roadgrade_pushpin
117219,46.761377,-110.71643999999999,Road Grade,White Sulphur Springs,MT,59645,Grade,,"6146 ft elev, Northbound: 7 percent grade descent for over 4 miles., Southbound: 7 percent grade descent for 3 miles.",roadgrade_pushpin
119256,33.739294,-105.99940500000001,Road Grade,Carrizozo,NM,88301,Grade,,"5800 ft elev, Long stretch with several mountain ranges. Some 5-6 percent grade descents and climbs, some with a mix up to 5 miles.",roadgrade_pushpin
119258,35.211159,-106.449201,Road Grade,Cedar Crest,NM,87008,Grade,,"10700 ft elev, No large vehicles, 6-7 percent grade climb or descent for 13 miles and over two dozen switchbacks and curves.",roadgrade_pushpin
119265,32.957689,-105.745654,Road Grade,Cloudcroft,NM,88317,Grade,,"8650 ft elev, West: 6-7 percent grade descent for 16 miles, East: mild descent from Cloudcroft with some short 5-6 percent grade descents early",roadgrade_pushpin
119290,36.059612,-105.805771,Road Grade,Dixon,NM,87527,Grade,,"8000 ft elev, A mix of 5-10 percent grades up and down for several miles at a time.",roadgrade_pushpin
119343,35.829505,-106.602194,Road Grade,Jemez Springs,NM,87025,Grade,,"8200 ft elev, West: 5-8 percent grade descent for 4 miles.",roadgrade_pushpin
119344,35.847804,-106.40778799999998,Road Grade,Jemez Springs,NM,87025,Grade,,"9000 ft elev, East: 9 percent grade descent for 3 miles, switchbacks and slow curves",roadgrade_pushpin
119345,35.998979999999996,-106.83681999999999,Road Grade,Jemez Springs,NM,87025,Grade,,"9200 ft elev, No large vehicles, A mix of steep grades and switchbacks, 20 miles of it are dirt and may not be open in bad weather",roadgrade_pushpin
119363,32.425290000000004,-106.56558799999999,Road Grade,Las Cruces,NM,88011,Grade,,"5800 ft elev, West: 6 percent grade descent for 2.5 miles followed by milder 3 percent grade for 4 miles, East: A mix of 4-6 percent grade descent for 7 miles",roadgrade_pushpin
119375,35.516369,-104.691052,Road Grade,Las Vegas,NM,87701,Grade,,"6000 ft elev, East: 9 percent grade descent for 3 miles",roadgrade_pushpin
119393,33.73494,-108.93704699999999,Road Grade,Luna,NM,87824,Grade,,"8000 ft elev, West: 6 percent grade descent for 3 miles., East: A mix of 3-6 percent grade descent for 7 miles",roadgrade_pushpin
119400,33.250675,-105.69664499999999,Road Grade,Mescalero,NM,88340,Grade,,"7600 ft elev, East: A mix of 3-5 percent grade descent for 4 miles, West: A mix of 3-5 percent grade descent for 10 miles",roadgrade_pushpin
119425,36.989117,-104.48350699999999,Road Grade,Raton,NM,87740,Grade,,"8000 ft elev, South: 6 percent grade descent for 1.5 miles, break and then 6 percent for 1 mile, break and another 6 percent for 1 mile, North: 6 percent grade for 2.25 miles followed by a mix of 3-6 percent grade short sections into Trinidad, CO",roadgrade_pushpin
119428,36.698602,-105.33838,Road Grade,Red River,NM,87558,Grade,,"9800 ft elev, North: 7-8 percent grade descent for 4 miles, South: 7 percent grade descent for 2 miles",roadgrade_pushpin
119442,33.385873,-105.67406399999999,Road Grade,Ruidoso,NM,88345,Grade,,"7600 ft elev, 8-10 percent grade for 1.5 miles on each side of summit",roadgrade_pushpin
119451,35.216664,-106.40323899999999,Road Grade,Sandia Park,NM,87047,Grade,,"8600 ft elev, No large vehicles, 165 North of the Junction with 536 is a very bad dirt road. You should have a Jeep or do not try it. Some maps are deceiving on this road.",roadgrade_pushpin
119458,35.794425,-105.80436200000001,Road Grade,Santa Fe,NM,87506,Grade,,"11430 ft elev, Smaller vehicle recommended the higher you go., 5-7 percent grade for 15 miles with a 1.5 mile 10 percent grade section.",roadgrade_pushpin
119459,35.883313,-106.14986699999999,Road Grade,Santa Fe,NM,87506,Grade,,"5800 ft elev, East: 8 percent grade descent for 1.5 mile on 4 lane road with heavy traffic going faster than they should, West: reverse of east",roadgrade_pushpin
119471,32.874325,-108.21955200000001,Road Grade,Silver City,NM,88061,Grade,,"6820 ft elev, 20 ft limit north of Pinos Altos, North: A mix of 4-7 percent grade descents with a 6-10 percent mix for the last 3.5 miles to NM 35",roadgrade_pushpin
119472,33.044357,-108.214059,Road Grade,Silver City,NM,88061,Grade,,"7440 ft elev, North: A mix of 5-10 percent grade climbs for 4 miles. Followed by 7-10 percent grades up and down for 1.5 miles. Followed by 9-10 percent grade descent for 5 miles., South: reverse of North",roadgrade_pushpin
119482,36.410334999999996,-105.345805,Road Grade,Taos,NM,87571,Grade,,"9000 ft elev, West: 6 percent grade descent for .75 mile, East: 6 percent grade descent for 2 miles and then 4 percent for 2 miles",roadgrade_pushpin
119490,36.693062,-106.130605,Road Grade,Tres Piedras,NM,87577,Grade,,"8800 ft elev, East: A mix of 3-6 percent grades with one longer 6 percent grade descent for 6 miles, West: A mix of 3-6 percent grade descents with a longer one of 6 percent grade for 5 miles.",roadgrade_pushpin
119500,36.07373,-105.45807099999999,Road Grade,Vadito,NM,87579,Grade,,"9400 ft elev, South: 6-7 percent grade descent for 6.5 miles., North: 7 percent grade descent for .5 mile and then a mix of 3-4 percent for 4.5 miles",roadgrade_pushpin
119501,36.211211999999996,-105.593727,Road Grade,Vadito,NM,87579,Grade,,"8600 ft elev, North: 7 percent grade climb for 1.5 miles, then a mix of 2-5 percent climbs for 2 miles. From the top, a 5-6 percent grade descent for 2 miles is followed by up and back down at 4-7 percent grade descent., South: reverse of North",roadgrade_pushpin
119506,35.256413,-105.374043,Road Grade,Villanueva,NM,87583,Grade,,"6200 ft elev, North: 9-13 percent grade descent for 2 miles with the steepest sections being shorter",roadgrade_pushpin
119512,32.910469,-107.76593000000001,Road Grade,Winston,NM,87943,Grade,,"8220 ft elev, 12 ft 6 inch height limit, East: 6 percent grade for 8 miles, West: 6 percent grade descent for 4 miles and then a mix of 3-6 percent grades for 10 miles until Hwy 35",roadgrade_pushpin
119565,37.429069,-115.373869,Road Grade,Alamo,NV,89001,Grade,,"5559 ft elev, Eastbound: 3-4 percent grade descents for 11 miles., Westbound: 5 percent grade descent for 5 miles",roadgrade_pushpin
119566,37.571521999999995,-115.667324,Road Grade,Alamo,NV,89001,Grade,,"5600 ft elev, Eastbound: 2-3 percent grade descents for 9 miles., Westbound: 3 percent grade descent for 7 miles",roadgrade_pushpin
119570,38.901587,-117.79317900000001,Road Grade,Austin,NV,89310,Grade,,"6900 ft elev, Eastbound: 3-5 percent grade descent for 4 miles. Pavement ends 4.4 miles after summit, Westbound: 10 percent grade descent for 2.5 miles followed by 6 percent for one mile and then 5 percent for 3 miles towards Gabbs.",roadgrade_pushpin
119571,39.387519,-116.85041399999999,Road Grade,Austin,NV,89310,Grade,,"5742 ft elev, Eastbound: 3 percent grade for one mile, Westbound: 6 percent grade descent for 1 mile easing to 2-3 percent for 4 miles.",roadgrade_pushpin
119572,39.45833,-116.99847199999999,Road Grade,Austin,NV,89310,Grade,,"7205 ft elev, Eastbound: 2-6 percent grade descent for 6 miles and 35 mph curves., Westbound: 6 percent grade descent for 1.5 miles with 45 mph curves. This leads into climb for Austin Summit.",roadgrade_pushpin
119573,39.482415,-117.040529,Road Grade,Austin,NV,89310,Grade,,"7449 ft elev, Eastbound: 6 percent grade descent for 2.25 miles and onto Scott Summit, Westbound: 5-7 percent grade descent for 3.5 miles and includes the town of Austin, followed by 2-3 percent continued descent for another 4 miles.",roadgrade_pushpin
119575,39.147569,-114.34123999999998,Road Grade,Baker,NV,89311,Grade,,"7069 ft elev, Eastbound: 3-6 percent grade descent stepping down for 8 miles., Westbound: 5-6 percent grade descent for 2.5 miles followed by 4-5 percent for 2.5 miles.",roadgrade_pushpin
119581,37.59288,-114.685078,Road Grade,Caliente,NV,89008,Grade,,"6244 ft elev, Eastbound: 3-5 percent grade descents for 3 miles, then 4-6 percent grades for 4 miles., Westbound: 4-5 percent grade descent for 3 miles, followed by 3-4 percent grades for 2 miles.",roadgrade_pushpin
119584,40.654988,-116.27758,Road Grade,Carlin,NV,89822,Grade,,"6043 ft elev, Eastbound: 2-6 percent grade descent for 3 miles with rolling hills. The worst stretch is 6 percent for 1.5 miles., Westbound: 4-5 percent grade descent for 3 miles followed by 10 miles of rolling hills in the 2-5 percent range.",roadgrade_pushpin
119588,39.104822,-119.894571,Road Grade,Carson City,NV,89703,Grade,,"7164 ft elev, Eastbound: 5-6 percent grade descent for 9 miles. Runaway ramp is 4.5 miles from summit., Westbound: 6-7 percent grade descent for 2.5 miles and then 5 percent for 1.5 miles followed by mild rolling hills.",roadgrade_pushpin
119612,40.899501,-115.878983,Road Grade,Elko,NV,89801,Grade,,"6522 ft elev, Northbound: 5-6 percent grade climb for 6 miles out of Elko., Southbound: 5-6 percent grade descent for 6 miles into Elko.",roadgrade_pushpin
119623,39.03852,-114.64821299999998,Road Grade,Ely,NV,89301,Grade,,"7720 ft elev, Eastbound: 6 percent grade descent for 4.5 miles to US 93,50 and 6 junction where it eases to 4 percent, then up to 5 percent grade for another 2 miles on 50, Westbound: 6 percent grade descent for 1.5 miles and then 3 percent for 2 miles.",roadgrade_pushpin
119624,39.398464000000004,-115.473518,Road Grade,Ely,NV,89301,Grade,,"7373 ft elev, Eastbound: 5 percent grade descent for a quarter mile, then 2 percent for 10 miles., Westbound: 4-6 percent grade descent for 2 miles, then 3 percent for 7 miles.",roadgrade_pushpin
119625,40.352562,-114.236526,Road Grade,Ely,NV,89301,Grade,,"6045 ft elev, Northbound: Rolling hills followed by 4-5 percent grade descent for 2 miles, then steps down at a 3 percent grade for 4 more miles., Southbound: 2-4 percent grade descent for 4.25 miles.",roadgrade_pushpin
119627,39.381814,-115.79212199999999,Road Grade,Eureka,NV,89316,Grade,,"5948 ft elev, Eastbound: 4-5 percent grade descent for 3 miles with rolling hills., Westbound: 3-4 percent grade descent for 3 miles with rolling hills.",roadgrade_pushpin
119628,39.455812,-115.937519,Road Grade,Eureka,NV,89316,Grade,,"7290 ft elev, Eastbound: 3-6 percent grade descent for 5.5 miles, Westbound: 6 percent grade for 2 miles and then 3 percent for 2 miles into Eureka.",roadgrade_pushpin
119632,39.262496999999996,-117.73168100000001,Road Grade,Fallon,NV,89406,Grade,,"7326 ft elev, Eastbound: 6 percent grade descents in short lengths mixed in with 3-4 percent grades for about 5.5 miles total., Westbound: 6 percent grade descent for 4 miles with 30 mph curves, followed by 4 percent grade for 3 miles.",roadgrade_pushpin
119633,39.560773,-117.50204099999999,Road Grade,Fallon,NV,89406,Grade,,"6049 ft elev, Eastbound: 4-5 percent grade climb to this summit for 4 miles., Westbound: 4-5 percent grade descent for 4 miles.",roadgrade_pushpin
119643,40.896387,-119.621801,Road Grade,Gerlach,NV,89412,Grade,,"5853 ft elev, Northbound: 3-5 percent grade descent for 6.5 miles. The steeper sections are short., Southbound: 6-7 percent grade descent for 5 miles",roadgrade_pushpin
119645,40.922333,-117.400074,Road Grade,Golconda,NV,89414,Grade,,"5085 ft elev, Eastbound: 5 percent grade climb for 4 miles followed by 5 percent for one mile., Westbound: 4-6 percent grade descent for 2.5 miles",roadgrade_pushpin
119646,37.433363,-117.574224,Road Grade,Goldfield,NV,89013,Grade,,"7388 ft elev, Esatbound: 7-8 percent grade descent for 1.5 miles followed by 5 percent for 1.5 miles and then 3-4 percent for 8 miles, Westbound: 6 percent grade descent for 2 miles followed by 4-5 percent for 3 miles.",roadgrade_pushpin
119647,37.682598,-117.2297,Road Grade,Goldfield,NV,89013,Grade,,"6000 ft elev, Northbound: 5 percent grade descent for a half mile, then 2 percent for a half mile, then 4 percent for a mile into Goldfield. A slight grade continues down for miles after the town., Southbound: 5 percent grade descent for 1.5 miles and then 2-3 percent grades for 3 miles.",roadgrade_pushpin
119675,37.617359,-114.998703,Road Grade,Hiko,NV,89017,Grade,,"4948 ft elev, Eastbound: Not much of a grade at all towards Caliente., Westbound: 3-4 percent grade descent for 11 miles with 5-6 percent for 1.5 miles near the end.",roadgrade_pushpin
119794,36.015505,-115.50252900000001,Road Grade,Las Vegas,NV,89161,Grade,,"5505 ft elev, Eastbound: 6-7 percent grade descent for 3 miles followed by 3-5 percent for 4 miles getting milder as you go., Westbound: 6 percent grade descent getting milder as you go over a 8-9 miles stretch.",roadgrade_pushpin
119825,35.194713,-114.68301799999999,Road Grade,Laughlin,NV,89029,Grade,,"2280 ft elev, Eastbound: 6 percent grade for 7.5 miles with 50 mph curves. The grade continues all the way to a bridge crossing the river and into Arizona. I lived in Laughlin and there have been runaway trucks down this hill that wound up in the river., Westbound: Reverse of eastbound",roadgrade_pushpin
119830,38.818311,-115.283833,Road Grade,Lund,NV,89317,Grade,,"7002 ft elev, Eastbound: 6 percent grade descent for 1.5 miles followed by 3-4 percent grades for 10 miles and some 40 mph curves., Westbound: 6 percent grade descent for 1 mile followed by 2-3 percent grades with 30-40 mph curves.",roadgrade_pushpin
119832,38.600840999999996,-118.10276999999999,Road Grade,Luning,NV,89420,Grade,,"6234 ft elev, Northbound: Rolling hills for 2 miles and then 5-6 percent grade descent for 3 miles, followed by 3 percent for 3 miles., Southbound: 5-7 percent grade descent for 5 miles followed by 3-4 percent for 2 miles",roadgrade_pushpin
119839,38.194347,-118.691483,Road Grade,Mina,NV,89422,Grade,,"7641 ft elev, Northeastbound: 4 percent grade descent for 7 miles., Southwestbound: not much descent at all.",roadgrade_pushpin
119842,40.945676,-114.36458600000002,Road Grade,Montello,NV,89830,Grade,,"5972 ft elev, Eastbound: 2-5 percent grade for 7.5 miles., Westbound: 2 percent grade descent for 6.5 miles and then the climb for Pequop Summit begins.",roadgrade_pushpin
119860,39.312053999999996,-119.898133,Road Grade,New Washoe City,NV,89704,Grade,,"8911 ft elev, Northbound: 5-7 percent grade descent for 16 miles with numerous 20 mph hairpin turns. Road becomes 4 lane 11 miles from the top but the grade keeps going to junction with US 395 and a stoplight. No ramps on this whole descent., Southbound: 6-7 percent grade descent for 8 miles.",roadgrade_pushpin
119909,39.352817,-119.66025400000001,Road Grade,Reno,NV,89521,Grade,,"6700 ft elev, Northbound: 6 percent grade descent for 1.5 miles and then 5-6 percent grades for 6 miles on a mostly 25 mph curvy road. Great but somewhat scary drive with dropoffs., Southbound: 5-6 percent grade descent for 3.5 miles into Virginia City. Note that Trucks, RVs and buses are prohibited from 342 to the south of Virginia City because of grade over 12.5 percent",roadgrade_pushpin
119920,39.213236,-114.97441299999998,Road Grade,Ruth,NV,89319,Grade,,"7284 ft elev, Eastbound: 3 percent grade descent for 1.5 miles, then 5 percent grade for 3 miles into Ely., Westbound: 5-6 percent grade descent for 2.5 miles",roadgrade_pushpin
119921,39.414977,-115.08899699999999,Road Grade,Ruth,NV,89319,Grade,,"7581 ft elev, Eastbound: 2-4 percent grade descent for 2.5 miles., Westbound: 2-4 percent grade descent for 5.5 miles with a 5 percent grade for .5 mile.",roadgrade_pushpin
119924,35.512457,-115.13405800000001,Road Grade,Searchlight,NV,89046,Grade,,"4839 ft elev, Eastbound: 3-5 percent grade descent for 11.5 miles, Westbound: 3-5 percent grade descent for 10.5 miles",roadgrade_pushpin
119949,38.976793,-119.88821999999999,Road Grade,Stateline,NV,89449,Grade,,"7355 ft elev, Eastbound: 6-8 percent grade descent for 5.5 miles followed by 4-7 percent range of grades for 2.5 miles., Westbound: 9 percent grade descent for 3 miles with 20 mph curves to the junction with US 50",roadgrade_pushpin
119954,37.754973,-115.95005,Road Grade,Tonopah,NV,89049,Grade,,"5946 ft elev, Eastbound: 3 percent grade descent for 7 miles with a super long straight away to Rachel, Westbound: 3-4 percent grade descent for 4 miles",roadgrade_pushpin
119955,38.049037,-117.216053,Road Grade,Tonopah,NV,89049,Grade,,"6260 ft elev, Southbound: 4 percent grade descent for first 2 miles. Stepping down after a flat stretch, it is 4-5 percent grade descent for a half mile, flat mile, 3-4 percent grade for 1.5 miles and then flat again., Westbound: 2-3 percent grade descent for 7 miles on US 6. Eastbound has a 2-4 percent grade descent for 5 miles.",roadgrade_pushpin
119956,38.188815000000005,-117.98149099999999,Road Grade,Tonopah,NV,89049,Grade,,"5067 ft elev, Northbound: 3-4 percent grade descents mixed with 2 percent grades for a 7 mile total., Southbound: 4-5 percent grade descents mixed with 2 percent grades for 3 mile total.",roadgrade_pushpin
119957,38.466493,-116.139393,Road Grade,Tonopah,NV,89049,Grade,,"6037 ft elev, Eastbound: 2-3 percent grades of rolling hills for 3 miles., Westbound: 2-3 percent grade descent for 8 miles.",roadgrade_pushpin
119958,38.499684,-115.91983799999998,Road Grade,Tonopah,NV,89049,Grade,,"6192 ft elev, Eastbound: 4-6 percent grade descents for 4.5 miles., Westbound: 3 percent grade descent for 2 miles",roadgrade_pushpin
119960,39.302823,-119.652786,Road Grade,Virginia City,NV,89440,Grade,,"6250 ft elev, Northbound: reverse of Southbound, Southbound: 6 percent grade descent for 3 miles of 20 mph curves to junction with 342. Note that Trucks, RVs and buses are prohibited from 342 because of grade over 12.5 percent",roadgrade_pushpin
119967,41.078284000000004,-114.57371200000001,Road Grade,Wells,NV,89835,Grade,,"6927 ft elev, Eastbound: 6 percent grade descent for 2 miles followed by 4 percent grade for 2.5 miles. Then the climb begins for the next pass., Westbound: 4-6 percent grade for 4.5 miles with a few rolling hills.",roadgrade_pushpin
119983,41.735966999999995,-74.23567800000001,Road Grade,Accord,NY,12404,Grade,,"1333 ft elev, 4-9 percent rolling grades along this curving stretch. The longest being a 8-9 percent for 1 mile with a hairpin turn.",roadgrade_pushpin
120060,43.874386,-74.4311,Road Grade,Blue Mountain Lake,NY,12812,Grade,,"2210 ft elev, South: 8.5 percent grade descent into Blue Mountain Lake with 25mph curves",roadgrade_pushpin
120141,42.332217,-74.16509599999999,Road Grade,Cairo,NY,12413,Grade,,"1948 ft elev, Eastbound: 5-6 percent grade descent for 4 miles towards Cairo. There is a climbing lane on the road., Westbound: 3-6 percent grade descent for 4 miles with most of it being lower in the 3-4 percent range.",roadgrade_pushpin
120218,43.172509000000005,-75.18332,Road Grade,Deerfield,NY,13502,Grade,,"1195 ft elev, South: 5-6 percent grade descent from Jct of 8 and 12 for 2 miles followed by 4 percent for 2 miles to I-90, North: 4-5 percent grade decent for 2 miles from 8 and 12 Junction",roadgrade_pushpin
120243,42.122546,-74.064875,Road Grade,Elka Park,NY,12427,Grade,,"1123 ft elev, A rough road that you may want to avoid. Steep and narrow, hard to pass road with dropoffs and no shoulder areas. The grade is as high as 12-14 percent over a 2.5 miles stretch. Check it out on streetview and it looks more like a bike path.",roadgrade_pushpin
120244,42.163340000000005,-74.201796,Road Grade,Elka Park,NY,12427,Grade,,"2056 ft elev, Northeast bound: 5-7 percent grade climb of short sections, mild to more steep, for 3.5 miles. Then a 5-7 percent grade descent for 2 miles. There is a short climb into Tannersville., Southwest: reverse the Northeast bound",roadgrade_pushpin
120297,43.744437,-73.577528,Road Grade,Hague,NY,12836,Grade,,"1663 ft elev, East: 4 percent grade descent for 1.5 miles followed by 3.2 miles of 7-8 percent descent with 15-25mph curves nearing bottom., West: 4-8 percent grade descents in short lengths totalling about 3 miles long.",roadgrade_pushpin
120345,42.273975,-74.234104,Road Grade,Jewett,NY,12444,Grade,,"1980 ft elev, Southbound: 9 percent grade climb for one mile. Then rolling hills of 7 percent grades. Then a 10 percent grade descent for one mile before junction with 23A. This route does have 10-15 mph curves., Northbound: reverse the southbound",roadgrade_pushpin
