0,1,2,3,4,5,6,7,8
-83.443811,36.038508,Pilot\, 35 Truck Parking Spots; #0226,865-397-3547,I-40 Exit 417; 505 Patriot Dr,Dandridge,TN,37725,USA
-89.0562,35.595,TA\,  Shell 92 Truck Parking Spots; #0245,731-424-5591,I-40 Exit 68; 155 Hwy. 138 Providence Road,Denmark,TN,38391,USA
-87.488233,35.992045000000005,Love's\,  Propane; 106 Truck Parking Spots; #0369,615-441-2691,I-40 Exit 163; 2971 Hwy 48 South,Dickson,TN,37055,USA
-87.341679,36.023037,Pilot\, 90 Truck Parking Spots; #0409,615-446-4600,I-40 Exit 172; 2320 Hwy 46 South,Dickson,TN,37055,USA
-89.394435,36.070355,Love's\,  RV Dump/Propane; 77 Truck Parking Spots; #0641,731-287-0941,I-155 Exit 13; 3070 Lake Road,Dyersburg,TN,38024,USA
-87.17166999999999,36.026395,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0720,615-799-4116,I-40 Exit 182; 1420 Hwy 96 North,Fairview,TN,37062,USA
-86.8299,35.8603,TA\,  BP 74 Truck Parking Spots; #0157,615-794-8406,I-65 Exit 61; 4400 Peytonsville Road,Franklin,TN,37064,USA
-86.708259,36.323409000000005,AMBEST\,  Twice Daily #6603 2 Truck Parking Spots,615-851-1877,I-65 Exit 97; 150 Long Hollow Pike,Goodlettsville,TN,37072,USA
-85.949281,36.177294,Pilot\, 63 Truck Parking Spots; #4597,615-683-3410,I-40 Exit 258; 502 Gordonsville Hwy,Gordonsville,TN,38563,USA
-82.831823,36.320638,Pilot\, 25 Truck Parking Spots; #0051,423-234-0414,I-81 Exit 36; 11190 Baileyton Rd,Greeneville,TN,37745,USA
-82.8354,36.3254,TA\,  BP 140 Truck Parking Spots; #0201,423-234-4451,I-81 Exit 36; 195 Van Hill Road,Greeneville,TN,37745,USA
-84.02039599999999,36.110941,Pilot\, 25 Truck Parking Spots; #0403,865-938-1439,I-75 Exit 117; 1915 East Raccoon Valley Rd,Heiskel,TN,37754,USA
-87.801889,35.882357,Pilot\, 180 Truck Parking Spots; #0053,931-296-7180,I-40 Exit 143; 15559 Hwy 13 South,Hurricane Mills,TN,37078,USA
-88.777142,35.682815000000005,Pilot\, 95 Truck Parking Spots; #0366,731-422-5545,I-40 Exit 85; 30 Sand Pebble Rd,Jackson,TN,38305,USA
-88.74243,35.679204,Love's\,  RV Dump/Propane; 105 Truck Parking Spots; #0244,731-422-0901,I-40 Exit 87; 2050 Hwy 70 E,Jackson,TN,38305,USA
-86.934449,36.345859999999995,AMBEST\,  Twice Daily #8046 10 Truck Parking Spots,615-746-5661,I-24 Exit 31; 1284 Jackson Felts Rd,Joelton,TN,37080,USA
-87.0946,36.083,Petro\,  BP 68 Truck Parking Spots; #0349,615-952-3208,I-40 Exit 188; 162 Luyben Hills Road,Kingston Springs,TN,37082,USA
-84.459307,35.874203,Pilot\,  Food Mart #0132,865-376-4629,I-40 Exit 355; 1452 Lawnville Rd,Kingston,TN,37763,USA
-84.2361,35.875,Petro\,  Shell RV Dump; 250 Truck Parking Spots; #0312,865-693-6542,I-40/75 Exit 369; 722 N. Watt Rd.,Knoxville,TN,37922,USA
-84.1473,35.9096,TA 131 Truck Parking Spots; #0013,865-966-6781,I-40/75 Exit 374; 608 Lovell Road,Knoxville,TN,37932,USA
-84.2354,35.8734,TA\,  Marathon 176 Truck Parking Spots; #0269,865-531-7676,I-40 Exit 369; 615 Watt Road,Knoxville,TN,37922,USA
-84.001873,35.957887,Pilot\,  Food Mart #0106,865-584-0998,I-40 Exit 386B; 5216 Middlebrook Pike,Knoxville,TN,37921,USA
-83.823239,35.960439,Pilot\,  Food Mart #0241,865-546-6776,I-40 Exit 398; 2801 E Gov John Sevier Hwy,Knoxville,TN,37914,USA
-83.777618,35.999272999999995,Pilot\, 100 Truck Parking Spots; #0219,865-544-1067,I-40 Exit 398; 7210 Straw Plains Pike,Knoxville,TN,37914,USA
-84.14111899999999,35.903979,Pilot\, 80 Truck Parking Spots; #0270,865-966-0445,I-40/75 Exit 374; 314 Lovell Rd,Knoxville,TN,37922,USA
-84.23604499999999,35.88177,Flying J\, RV Lanes/RV Dump/Propane; 187 Truck Parking Spots/RV Parking; #0722,865-531-7400,I-40/I-75 Exit 369; 800 Watt Rd,Knoxville,TN,37932,USA
-83.608531,35.987288,AMBEST\,  Weigel's #90,865-919-7498,2895 Winfield Dunn Pkwy,Kodak,TN,37764,USA
-86.59483399999999,35.997840999999994,Pilot\, 25 Truck Parking Spots; #0052,615-793-9856,I-24 Exit 64; 535 Waldron Rd,Lavergne,TN,37086,USA
-86.29939399999999,36.178635,Pilot\, RV Lanes/RV Dump; 150 Truck Parking Spots; #0411,615-453-8866,I-40 Exit 238; 921 Murfreesboro,Lebanon,TN,37090,USA
-86.301085,36.179344,AMBEST\,  Daily's #8087 Fuel Stop 20 Truck Parking Spots,615-443-3416,I-40 Exit 238; 924 Murfreesboro,Lebanon,TN,37090,USA
-84.32316,35.872519,Love's\,  Propane; 100 Truck Parking Spots; #0480,865-988-3668,I-40 Exit 364; 9155 Hwy 321 N,Lenoir City,TN,37771,USA
-89.897226,35.018202,Pilot\, 70 Truck Parking Spots; #0363,901-366-0337,5021 Hwy 78,Memphis,TN,38118,USA
-89.898258,35.019335999999996,Pilot\, 100 Truck Parking Spots; #0405,901-202-5520,I-240 & Hwy 78S; 4949 Lamar Ave,Memphis,TN,38118,USA
-89.95095,35.075134999999996,Love's\,  RV Dump/Propane; 51 Truck Parking Spots; #0344,901-433-7205,I-240 Exit 21; 3371 Lamar Ave,Memphis,TN,37118,USA
-85.82449799999999,35.233006,Pilot\, 78 Truck Parking Spots; #4599,931-924-5111,I-24 Exit 135; 640 Dixie Lee Ave,Monteagle,TN,37356,USA
-83.278908,36.143840999999995,AMBEST\,  Weigel's #81,432-586-3882,5290 S Davy Crockeyy Pkwy,Morristown,TN,37813,USA
-86.396012,35.807895,Pilot\, 90 Truck Parking Spots; #0404,615-907-9595,I-24 Exit 81; 2441 South Church St,Murfreesboro,TN,37127,USA
-86.865216,36.172521,Pilot\, 25 Truck Parking Spots; #0413,615-350-7225,Hwy 155 Exit 26; 6418 Centennial Blvd,Nashville,TN,37209,USA
-86.7721,36.1716,TA 167 Truck Parking Spots; #0034,615-244-3682,I-24 Exit 48; 111 N. First St.,Nashville,TN,37213,USA
-86.744725,36.144153,AMBEST\,  Daily's #6604 Travel Ctr 10 Truck Parking Spots,615-242-2566,I-40 Exit 212; 601 Fesslers Ln,Nashville,TN,37210,USA
-86.771637,36.205575,Love's\,  58 Truck Parking Spots; #0429,615-226-6393,I-65 Exit 87; 130 W. Trinity Lane,Nashville,TN,37207,USA
-85.58188,35.035683,Love's\,  RV Dump/Propane; 90 Truck Parking Spots; #0490,423-942-3345,I-24 Exit 158; 260 TVA Road,Nickajack Lake,TN,37347,USA
-84.565053,35.544914,Pilot\, 88 Truck Parking Spots; #4598,423-568-3500,I-75 Exit 56; 507 Hwy 309,Niota,TN,37826,USA
-84.249697,36.376687,Pilot\, 20 Truck Parking Spots; #1577,423-562-8483,I-75 Exit 141; 106 Comfort Ln,Pioneer,TN,37847,USA
-84.2496,36.378,TA\,  Shell 80 Truck Parking Spots; #0255,423-562-3490,I-75 Exit 141; 305 Howard Baker Hwy,Pioneer,TN,37847,USA
-84.741202,35.890747999999995,AMBEST\,  Greenwave Service Plaza 35 Truck Parking Spots,865-354-4351,I-40 Exit 338; 2475 Westel Rd,Rockwood,TN,37854,USA
-88.545159,35.076758,Love's\,  28 Truck Parking Spots; #0694,731-645-5163,6870 Hwy 45,S Ramer,TN,38367,USA
-86.5343439,35.932083299999995,AMBEST\,  Circle K 3701,615-223-1236,I-24 Exit 70; 1880 Almaville Rd,Smyrna,TN,37167,USA
-89.41045,35.390091,Pilot\, 50 Truck Parking Spots; #0149,901-466-3535,I-40 Exit 42; 7720 Hwy 22,Stanton,TN,38069,USA
-86.687413,36.467853000000005,Love's\,  RV Dump/Propane; 83 Truck Parking Spots; #0629,615-672-0261,I-65 Exit 108; 1001 Highway 76,White House,TN,37188,USA
-83.333659,36.109401,Pilot\, RV Dump; 130 Truck Parking Spots; #0412,865-674-8570,I-81 Exit 4; 3624 Roy Messer Hwy,White Pine,TN,37890,USA
-83.338959,36.108522,Pilot\, 90 Truck Parking Spots; #4596,865-674-2900,I-81 Exit 4; 3663 Roy Messer Hwy,White Pine,TN,37890,USA
-96.544384,32.287426,Love's\,  RV Dump/Propane; 138 Truck Parking Spots; #0721,972-875-8103,I-45 Exit 246; 105 SE Service Rd,Alma,TX,75119,USA
-98.6403,26.3068,AMBEST\,  Stripes 7/11 - 40601,956-716-6160,7276 Hwy 83,Alto Bonito,TX,78582,USA
-101.7589,35.1915,TA\,  Exxon 185 Truck Parking Spots; #0055,806-342-3080,I-40 Exit 74; 7000 E. Interstate 40,Amarillo,TX,79118,USA
-101.7437,35.1917,Petro\,  Valero 280 Truck Parking Spots; #0307,806-372-4899,I-40 Exit 75; 8500 E I-40 @ Lakeside Drive,Amarillo,TX,79118,USA
-101.90715,35.1177,Love's\,  Propane; 12 Truck Parking Spots; #0261,806-352-9501,I-27 Exit 116; 8615 Canyon Dr,Amarillo,TX,79110,USA
-102.011074,35.189231,Love's\,  18 Truck Parking Spots; #0250,806-358-2551,I-40 Exit 60; 14701 I-40 W,Amarillo,TX,79124,USA
-101.76094499999999,35.191927,Love's\,  RV Dump/Propane; 111 Truck Parking Spots; #0200,806-373-7775,I-40 Exit 74; 6930 I-40 E,Amarillo,TX,79120,USA
-101.74111500000001,35.195617999999996,Pilot\, RV Dump; 90 Truck Parking Spots; #0436,806-335-3323,I-40 Exit 75; 715 South Lakeside Dr,Amarillo,TX,79118,USA
-101.723823,35.194246,Flying J\, RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0723,806-335-1475,I-40 Exit 76; 9601 I-40,Amarillo,TX,79118,USA
-102.5427,32.3071,AMBEST\,  Stripes #281 2 Truck Parking Spots,432-524-9189,1112 S Main,Andrews,TX,79714,USA
-102.56750699999999,32.31284,Pilot\,  Thomas Cardlock 80 Truck Parking Spots; #8616,800-924-6308,115 SW Mustang Dr,Andrews,TX,79714,USA
-102.541849,32.306081,Love's\,  RV Dump/Propane; 60 Truck Parking Spots; #0539,432-524-2064,Hwy 385 Exit Loop 1910; 1201 S. Main St,Andrews,TX,79714,USA
-95.457044,29.197231,Love's\,  83 Truck Parking Spots; #0665,979-849-5905,Hwy 288 Exit FM 523; 19477 FM 523,Angleton,TX,77515,USA
-96.584193,33.345046999999994,Love's\,  RV Dump; 55 Truck Parking Spots; #0299,972-924-3683,Hwy 75 Exit 48; 1701 S. Hwy 75,Anna,TX,75409,USA
-96.58895799999999,33.344772,Flying J\, RV Lanes; 100 Truck Parking Spots; #0477,972-924-2035,Hwy 75 Exit 48; 714 South Central Expwy,Anna,TX,75409,USA
-106.586754,31.996671000000003,Pilot\, RV Lanes; 100 Truck Parking Spots; #0435,915-886-3090,I-10 Exit 0; 2015 Antonio St,Anthony,TX,79821,USA
-106.58118999999999,31.998202000000003,Love's\,  Propane; 91 Truck Parking Spots; #0447,915-886-3915,I-10 Exit 0; 3000 Mountain Pass,Anthony,TX,79821,USA
-106.578981,31.996876,Flying J\, RV Lanes/RV Dump/Propane; 176 Truck Parking Spots/RV Parking; #0724,915-886-2737,I-10 Exit 0; 3001 Mountain Pass Rd,Anthony,TX,79821,USA
-99.384692,32.402493,Love's\,  RV Dump/Propane; 68 Truck Parking Spots; #0610,325-854-0099,I-20 Exit 307; 1333 Hwy 283 N,Baird,TX,79504,USA
-99.9574,31.7283,AMBEST\,  Stripes #5034 6 Truck Parking Spots,325-365-2876,1801 Hutchings,Ballinger,TX,76821,USA
-95.92399999999999,28.9923,AMBEST\,  Stripes 7/11 - 40974 15 Truck Parking Spots,979-244-4737,5620 7th St,Bay City,TX,77414,USA
-95.032926,29.794931,Flying J\, RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0725,281-424-7706,I-10 Exit 789; 1876 East Freeway,Baytown,TX,77521,USA
-95.032623,29.797963,Love's\,  160 Truck Parking Spots; #0401,281-426-6569,I-10 Exit 789; 1703 I-10,Baytown,TX,77521,USA
-95.0311,29.7967,TA\,  Shell 173 Truck Parking Spots; #0017,281-424-7772,I-10 Exit 789; 6800 Thompson Road,Baytown,TX,77522,USA
-95.911803,29.494615999999997,Pilot\, 56 Truck Parking Spots; #0472,979-387-2620,525 1st,Beasley,TX,77417,USA
-94.211722,29.988801000000002,Love's\,  RV Dump/Propane; 115 Truck Parking Spots; #0696,409-840-9602,I-10 Exit 843/Smith Rd; 7495 Smith Rd,Beaumont,TX,77705,USA
-94.1561,30.037,Petro\,  Phillips 275 Truck Parking Spots; #0304,409-842-9600,I-10 Exit 848; 5405 Walden Rd,Beaumont,TX,77705,USA
-97.742241583765,28.429444385692,AMBEST\,  Stripes 7/11 - 40800,361-354-5459,1620 FM 351 East,Beeville,TX,78102,USA
-101.449249,31.190475,Pilot\, RV Lanes; 40 Truck Parking Spots; #1001,325-884-2609,1310 E Hwy 67,Big Lake,TX,76932,USA
-101.4659,31.1917,AMBEST\,  Stripes #2269,325-884-3092,50 W 2nd S,Big Lake,TX,76932,USA
-101.49,32.2648,TA\,  Shell 108 Truck Parking Spots; #0230,432-264-4444,I-20 Exit 177; 704 West Interstate 20,Big Spring,TX,79720,USA
-101.497157,32.281973,Pilot\,  Thomas Cardlock 150 Truck Parking Spots; #8628,800-924-6308,2807 N Hwy 87,Big Springs,TX,79721,USA
-101.476428,32.266019,Pilot\, 70 Truck Parking Spots; #0559,432-264-7490,I-20 Exit 178; 706 East I-20,Big Springs,TX,79720,USA
-98.4186629,30.084515000000003,AMBEST\,  Stripes 7/11 - 40574 20 Truck Parking Spots,830-833-5874,1138 Hwy 281 S,Blanco,TX,78606,USA
-99.3357,31.1152,AMBEST\,  Stripes #101 5 Truck Parking Spots,325-597-0200,2013 S Bridge; St,Brady,TX,76825,USA
-97.73796800000001,33.221232,Love's\,  RV Dump; 51 Truck Parking Spots; #0713,940-683-3325,2300 Hwy 380,Bridgeport,TX,76426,USA
-100.2922,31.8864,AMBEST\,  Stripes #114 3 Truck Parking Spots,325-473-6601,101 S State St,Bronte,TX,76933,USA
-95.952044,29.7806,Flying J\, RV Lanes/RV Dump/Propane; 117 Truck Parking Spots/RV Parking; #0740,281-934-4133,I-10 Exit 732; 204 South Waller Ave,Brookshire,TX,77423,USA
-97.4075,25.9393,AMBEST\,  Stripes 7/11 - 40729,956-831-3178,2305 FM 511,Brownsville,TX,78520,USA
-97.418237,25.954710000000002,Love's\,  RV Dump; 39 truck Parking Spots; #0767,956-831-6770,3400 Nafta Pkwy,Brownsville,TX,78526,USA
-99.0004,31.6872,AMBEST\,  Stripes #2473 20 Truck Parking Spots,325-646-7209,3801 Hwy 377 S,Brownwood,TX,76801,USA
-96.07883199999999,31.448324,Pilot\, 83 Truck Parking Spots; #1028,903-322-9034,I-45 Exit 178; 2605 W Commerce St,Buffalo,TX,75831,USA
-98.2347997,30.738200199999998,AMBEST\,  Stripes 7/11 - 40547 50 Truck Parking Spots,512-756-2521,2501 S Water,Burnet,TX,78611,USA
-96.177451,33.043772,Pilot\, 80 Truck Parking Spots; #0367,903-527-2150,I-30 Exit 88; 2226 FM-1903,Caddo Mills,TX,75135,USA
-95.755173,32.542902000000005,Pilot\,  The Pantry 100 Truck Parking Spots; #0883,903-829-2600,I-20 Exit 533; 9800 I-20,Canton,TX,75103,USA
-106.58,31.9581,TA Express - Valero 65 Truck Parking Spots; #0350,915-886-5761,i-10 Exit 2; 601 Westway Blvd.,Canutillo,TX,79835,USA
-99.8579,28.5197,AMBEST\,  Stripes 7/11 - 40532 18 Truck Parking Spots,830-876-3359,101 S 1st S,Carrizo Springs,TX,78834,USA
-99.849131,28.510756,Pilot\, 75 Truck Parking Spots; #1026,830-876-9754,1045 S Hwy 83,Carrizo Springs,TX,78834,USA
-95.124779,29.7716,Flying J\, 88 Truck Parking Spots; #1025,281-457-1435,I-10 Exit 783; 102 S Sheldon Rd,Channelview,TX,77530,USA
-100.232258,34.435819,Pilot\, 81 Truck Parking Spots; #1003,940-937-8769,2301 Ave F NW,Childress,TX,79201,USA
-99.007684,32.373728,Flying J\, 120 Truck Parking Spots; #0551,254-442-1040,I-20 Exit 330; 16851 I-20,Cisco,TX,76437,USA
-101.381536,35.218765000000005,Love's\,  22 Truck Parking Spots; #0229,806-537-3393,I-40 Exit 96; 9701 I-40,Claude,TX,79068,USA
-95.091228,30.354004999999997,Love's\,  Propane; 80 Truck Parking Spots; #0293,281-593-0239,I-69 Exit FM 2025; 107 FM 2025,Cleveland,TX,77328,USA
-98.6142,31.8978,AMBEST\,  Stripes #2422 5 Truck Parking Spots,325-356-2422,1003 W Central Ave,Comanche,TX,76442,USA
-97.726221,26.248383,AMBEST\,  Stripes 7/11 - 40705,956-412-1304,I-69E Exit 448; 21469 Hwy 77,Combes,TX,78552,USA
-98.902587,29.98142,Love's\,  Propane; 60 Truck Parking Spots; #0464,830-995-2770,I-10 Exit 523; 43 US Hwy 87,Comfort,TX,78013,USA
-97.460564,27.755007,AMBEST\,  Stripes 7/11 - 41023,361-814-8206,601 S Padre Island Dr,Corpus Christi,TX,78405,USA
-99.238887,28.451337,AMBEST\,  Stripes 7/11 - 40535 60 Truck Parking Spots,830-879-5354,I-35 Exit 68; 795 N I-35 Frontage,Cotulla,TX,78014,USA
-99.238366,28.453086,Flying J\, RV Lanes; 75 Truck Parking Spots; #0488,830-879-5363,I-35 Exit 69; 921 N IH35,Cotulla,TX,78014,USA
-102.348618,31.406997999999998,Pilot\,  Thomas Cardlock 150 Truck Parking Spots; #8630,800-924-6308,N 2nd & E Truck Rte,Crane,TX,79731,USA
-97.2794,29.1201,AMBEST\,  Stripes 7/11 - 40885,361-275-8200,4200 N Esplanade St,Cuero,TX,77954,USA
-102.5074,36.05588,AMBEST\,  Toot N Totum #104 15 Truck Parking Spots,806-244-6496,1107 Hwy 87,Dalhart,TX,79022,USA
-96.7517,32.6534,TA\,  Exxon RV Dump; 136 Truck Parking Spots; #0150,469-941-3150,I-20/635 Exit 472; 7751 Bonnie View Rd,Dallas South,TX,75241,USA
-96.839275,32.640809000000004,Love's\,  RV Dump; 27 Truck Parking Spots; #0294,972-224-5970,I-20 Exit 466; 8800 S. Polk Street,Dallas,TX,75232,USA
-96.78088199999999,32.642029,Pilot\, 150 Truck Parking Spots; #0433,972-228-2467,I-20 Exit 470; 8787 South Lancaster Rd,Dallas,TX,75241,USA
-96.751453,32.657082,Flying J\, RV Lanes/RV Dump/Propane; 150 Truck Parking Spots/RV Parking; #0726,972-225-3566,I-20 Exit 472; 7425 Bonnie View Rd,Dallas,TX,75241,USA
-94.8955,30.041,AMBEST\,  Stripes 7/11 - 41014 6 Truck Parking Spots,936-258-6967,811 Hwy 90,Dayton,TX,77535,USA
-95.092972,29.707507,Love's\,  Propane; 70 Truck Parking Spots; #0481,281-479-3430,Hwy 225 Exit Independence Pkwy; 7005 Hwy 225,Deer Park,TX,77536,USA
-100.9173,29.3469,AMBEST\,  Stripes 7/11 - 40530 50 Truck Parking Spots,830-774-1881,2200 Spur 239,Del Rio,TX,78840,USA
-97.1758,33.2617,TA\,  Shell 180 Truck Parking Spots; #0266,940-383-1458,I-35 Exit 471; 6420 North I-35,Denton,TX,76207,USA
-97.179459,33.263571,Love's\,  RV Dump; 85 Truck Parking Spots; #0609,940-320-1457,I-35 Exit 471; 6421 N I-35,Denton,TX,76207,USA
-97.176662,33.2976,Love's\,  Propane; 18 Truck Parking Spots; #0217,940-382-3608,I-35 Exit 473; 8900 I-35,Denton,TX,76207,USA
-94.152214,33.261778,Love's\,  RV Dump/Propane; 106 Truck Parking Spots; #0673,903-796-1385,Hwy 59 Exit FM 3129; 22406 N Hwy 59,Domino,TX,75572,USA
-98.067189,26.183159,Love's\,  RV Dump; 94 Truck Parking Spots; #0739,956-464-1133,I-2 Exit 153; 245 W Frontage Rd,Donna,TX,78537,USA
-101.973124,35.847933000000005,AMBEST\,  Toot N Totum #107 20 Truck Parking Spots,806-934-2489,1603 S Dumas Ave,Dumas,TX,79029,USA
-101.973996,35.879546999999995,Love's\,  45 Truck Parking Spots; #0626,806-935-0189,HWY 287 Exit N 8th Street; 720 N Dumas Ave,Dumas,TX,79029,USA
-100.46406800000001,28.709903999999998,Pilot\, 50 Truck Parking Spots; #0894,830-758-1712,3002 Hwy 57,Eagle Pass,TX,78852,USA
-100.4541,28.6697,AMBEST\,  Stripes 7/11 - 40537 4 Truck Parking Spots,830-773-3939,4377 FM 201,Eagle Pass,TX,78852,USA
-98.0634,26.2944,AMBEST\,  Stripes 7/11 - 40678,956-386-1487,9224 E Hwy 107,Edinburg,TX,78539,USA
-98.14299100000001,26.336076000000002,Flying J\, RV Lanes/RV Dump/Propane; 200 Truck Parking Spots/RV Parking; #0727,956-316-0149,Hwy 281 & FM 1925; 1305 East Monte Cristo Rd,Edinburg,TX,78539,USA
-98.14126366,26.385897289000003,Love's\,  RV Dump; 150 Truck Parking Spots; #0284,956-316-1782,Hwy 281 Exit FM 2812; 8420 N. Expressway 281,Edinburg,TX,78539,USA
-98.1448,26.3059,AMBEST\,  Stripes #9125 5 Truck Parking Spots,956-287-1350,I-69 Exit 107; 1606 E Richardson Rd,Edinburg,TX,78541,USA
-98.1432,26.385,TA\,  Valero 105 Truck Parking Spots; #0235,956-383-0788,I-69C Exit Redbird St; 8301 N.HWY 281,Edinburg,TX,78541,USA
-96.62541,28.988878000000003,Love's\,  RV Dump; 29 Truck Parking Spots; #0297,361-782-6700,Hwy 59 Exit FM 407; 1509 E. Rose St,Edna,TX,77957,USA
-96.2609,29.1803,AMBEST\,  Stripes 7/11 - 40977 10 Truck Parking Spots,979-543-7701,1710 S Mechanic St,El Campo,TX,77437,USA
-106.24230700000001,31.660887,Petro\,  Valero 290 Truck Parking Spots; #0301,915-790-4529,I-10 Exit 37; 1295 Horizon Blvd,El Paso,TX,79927,USA
-106.2424,31.6583,Petro\,  Valero 290 Truck Parking Spots; #0301,915-790-4529,I-10 Exit 37; 1295 Horizon Blvd.,El Paso,TX,79927,USA
-106.23736399999999,31.659271,Love's\,  Propane; 90 Truck Parking Spots; #0214,915-852-4021,I-10 Exit 37; 1300 Horizon Blvd,El Paso,TX,79928,USA
-106.239075,31.661838,Flying J\, RV Lanes/RV Dump/Propane; 120 Truck Parking Spots/RV Parking; #0728,915-852-4141,I-10 Exit 37; 1301 Horizon Blvd,El Paso,TX,79927,USA
-99.34883,28.045547999999997,Love's\,  Propane; 140 Truck Parking Spots; #0298,956-948-7044,I-35 Exit 39; 28527 I-35,Encinal,TX,78019,USA
-96.182736,31.728216999999997,Love's\,  RV Dump/Propane; 28 Truck Parking Spots; #0288,903-389-3967,I-45 Exit 198; 299 I-45,Fairfield,TX,75840,USA
-98.13984,27.226370000000003,AMBEST\,  Stripes 7/11 - 40815,361-325-2560,112 N Hwy 281,Falfurrias,TX,78335,USA
-98.141438,27.211821,Pilot\, 44 Truck Parking Spots; #1135,361-325-1166,1419 Hwy 281,Falfurrias,TX,78355,USA
-98.14066600000001,27.225721999999998,AMBEST\,  Stripes 7/11 - 40813 20 Truck Parking Spots,361-325-1337,500 E Rice St,Falfurrias,TX,78355,USA
-97.098558,29.69936,AMBEST\,  Amigos Country Corner 30 Truck Parking Spots,361-865-1000,I-10 Exit 661; 1415 FM 609,Flatonia,TX,78941,USA
-102.9125,30.9023,AMBEST\,  Stripes #2271 60 Truck Parking Spots,432-336-8861,I-10 Exit 257; 1723 N Hwy 285,Fort Stockton,TX,79735,USA
-102.885118,30.905212,Flying J\, RV Lanes/Propane; 100 Truck Parking Spots; #0553,432-336-3410,I-10 Exit 259; 2571 N Front St,Fort Stockton,TX,79735,USA
-102.85214599999999,30.893377,Love's\,  RV Dump/Propane; 72 Truck Parking Spots; #0542,432-336-3622,I-10 Exit 261; 2723 East US Highway 290,Fort Stockton,TX,79735,USA
-97.306777,32.957734,Pilot\, RV Dump; 185 Truck Parking Spots; #0434,817-337-5324,I-35 Exit 65; 2400 Alliance Gateway,Fort Worth,TX,76177,USA
-97.317578,32.598737,Love's\,  RV Dump; 80 Truck Parking Spots; #0281,817-293-5118,I-35W Exit 40; 200 Garden Acres Dr,Fort Worth,TX,76140,USA
-98.61801700000001,27.883004999999997,AMBEST\,  Stripes 7/11 - 40911 5 Truck Parking Spots,361-394-6610,100 W Riley St,Freer,TX,78357,USA
-96.504086,29.049566,TA\,  Phillips RV Dump; 104 Truck Parking Spots; #0231,361-771-3504,Hwy 59 Exit 522E; 802 E. York; Hwy 59,Ganado,TX,77962,USA
-96.5136,29.0405,TA\,  Phillips RV Dump; 104 Truck Parking Spots; #6231,361-771-3504,Hwy 59 Exit 522E; 802 E. York; Hwy 59,Ganado,TX,77962,USA
-98.025806732476,28.339042458683,AMBEST\,  Stripes 7/11 - 40811 40 Truck Parking Spots,361-449-3766,I-37 Exit 56; 1800 Hwy 37,George West,TX,78022,USA
-98.023371,28.336676,Flying J\, 90 Truck Parking Spots; #0554,361-449-8919,I-37 Exit 56; 4066 Hwy 59,George West,TX,78022,USA
-98.0288,28.3379,AMBEST\,  Stripes 7/11 - 40809,361-449-2214,I-37 Exit 56; 923 CR 37,George West,TX,78022,USA
-97.028398,32.800491,Pilot\, Express 8 Truck Parking Spots; #1108,972-237-7905,3206 W Trinity Blvd,Grand Prairie,TX,76155,USA
-94.32529,29.885609999999996,AMBEST\,  Cowboy Travel Plaza,409-243-2122,I-10W Exit 833; 24790 Svc Rd,Hampshire,TX,77622,USA
-99.7271,33.1576,AMBEST\,  Stripes #2264 4 Truck Parking Spots,940-864-3434,106 N 1st St,Haskell,TX,79521,USA
-96.60270899999999,30.89541,Love's\,  Propane; 70 Truck Parking Spots; #0375,979-279-9700,Hwy 6 Exit FM 485; 1423 N Market St,Hearne,TX,77859,USA
-98.678106,27.312025,AMBEST\,  Stripes 7/11 - 40892,361-527-5584,611 N Smith Ave,Hebbronville,TX,78361,USA
-96.048139,30.108168,Pilot\, 60 Truck Parking Spots; #0573,979-826-0182,2000 FM 1488,Hempstead,TX,77445,USA
-102.3698,34.8291,AMBEST\,  Stripes #5037 20 Truck Parking Spots,806-363-1030,2901 East 1st St,Hereford,TX,79045,USA
-102.407661,34.810037,Love's\,  RV Dump; 38 Truck Parking Spots; #0642,806-364-4491,Hwy 60 Exit Hwy 385; 901 West 1st St,Hereford,TX,79045,USA
-97.093528,32.00952,Love's\,  RV Dump/Propane; 53 Truck Parking Spots; #0231,254-582-2101,I-35 Exit 368A; 1501 Corsicana Hwy,Hillsboro,TX,76645,USA
-97.09200000000001,32.0455,TA\,  Shell 201 Truck Parking Spots; #0333,254-283-6556,I-35 Exit 370; 160 State Hwy 77,Hillsboro,TX,76645,USA
-97.0552,32.0794,Petro\,  Exxon 109 Truck Parking Spots; #0340,254-714-3000,I-35E Exit 374; 101 Cornelius Road North,Hillsboro,TX,76645,USA
-95.371249,29.938428000000002,AMBEST\,  Beltway 8 Travel Plaza 100 Truck Parking Spots,832-230-5927,1104 N Sam Houston Pkwy E,Houston,TX,77032,USA
-95.288269,29.643638,Pilot\, Express #1109,713-649-3294,8702 Telephone Rd,Houston,TX,77061,USA
-95.127832,29.8475,AMBEST\,  Stripes 7/11 - 40983 6 Truck Parking Spots,281-456-0147,9735 Sheldon Rd,Houston,TX,77049,USA
-95.2133,29.764,AMBEST\,  Stripes 7/11 - 40980 20 Truck Parking Spots,713-451-5212,I-10 Exit 778A; 1404 Federal Rd,Houston,TX,77015,USA
