,longitude,latitude,store_type,store_id,gas,address,city,state,zip_code,parking  ,phone_number
507,-111.012969,32.293638,Walmart Neighborhood Market,#4473,No Gas,2175 W Ruthrauff Rd; I-10 Exit 252,Tucson,AZ,85705,No Parking,(520) 292-2542
508,-110.841719,32.193078,Walmart Neighborhood Market,#3049,No Gas,2550 S Kolb Rd,Tucson,AZ,85710,No Parking,(520) 329-6471
509,-110.933168,32.147499,Walmart Neighborhood Market,#4490,No Gas,2565 E Commerce Center Pl; I-10 Exit 264,Tucson,AZ,85706,Parking Available,(520) 837-0750
510,-110.770789,32.190771,Walmart Supercenter,#5799,No Gas,2711 S Houghton Rd,Tucson,AZ,85730,No Parking,(520) 918-0087
511,-111.026149,32.132949,Walmart Neighborhood Market,#3377,No Gas,2823 W Valencia Rd,Tucson,AZ,85746,No Parking,(520) 908-2556
512,-110.918494,32.222538,Walmart Supercenter,#3884,No Gas,3435 E Broadway Blvd; I-10 Exit 258,Tucson,AZ,85716,Parking Available,(520) 917-1655
513,-110.908934,32.2513,Walmart Neighborhood Market,#3357,No Gas,3925 E Grant Rd,Tucson,AZ,85712,No Parking,(520) 327-0085
514,-110.964748,32.287706,Walmart,#1325,No Gas,455 E Wetmore,Tucson,AZ,85705,No Parking,(520) 292-2992
515,-110.972101,32.292471,Sam's Club,#6692,Gas,4701 N Stone Ave,Tucson,AZ,85704,Parking Available,(520) 292-9789
516,-110.874289,32.206479,Walmart Neighborhood Market,#4603,No Gas,5500 E 22nd St,Tucson,AZ,85711,No Parking,(520) 745-0267
517,-110.839177,32.234414,Walmart Supercenter,#1291,No Gas,7150 E Speedway,Tucson,AZ,85710,No Parking,(520) 751-1882
518,-111.01501,32.344219,Walmart Supercenter,#2922,Gas,7635 N La Cholla Blvd,Tucson,AZ,85741,No Parking,(520) 297-0840
519,-111.090062,32.355598,Walmart Supercenter,#5031,No Gas,8280 N Cortaro; I-10 Exit 246,Tucson,AZ,85743,Parking Available,(520) 744-3652
520,-110.958929,32.265105,Walmart Neighborhood Market,#5725,No Gas,831 E Fort Lowell Rd,Tucson,AZ,85719,Parking Available,(520) 719-6349
521,-110.807944,32.220767,Walmart Neighborhood Market,#3143,No Gas,8640 E Broadway Blvd,Tucson,AZ,85710,Parking Available,(520) 329-6870
522,-110.771518,32.085043,Walmart Supercenter,#5858,No Gas,9260 S Houghton Rd,Tucson,AZ,85747,No Parking,(520) 329-6674
523,-110.701348,35.041993,Walmart Supercenter,#1328,No Gas,700 Mikes' Pike Blvd; I-40 Exit 253,Winslow,AZ,86047,Parking Available,(928) 289-4641
524,-114.6001,32.7007,Sam's Club,#6205,Gas,1462 S Pacific Ave: I-8 Exit 2,Yuma,AZ,85365,Parking Available,(928) 783-3684
525,-114.648378,32.6817,Walmart Supercenter,#5342,No Gas,2501 S Ave B,Yuma,AZ,85364,No Parking,(928) 317-2776
526,-114.651262,32.712491,Walmart Neighborhood Market,#7320,No Gas,2675 W 8th St; I-8 Exit 170,Yuma,AZ,85364,Parking Available,(928) 261-4120
527,-114.600547,32.674594,Walmart Supercenter,#1474,No Gas,2900 S Pacific Ave; I-8 Exit 2,Yuma,AZ,85364,No Parking,(928) 344-0992
528,-114.493401,32.669209,Walmart Supercenter,#4325,No Gas,8151 E 32nd St; I-8 Exit 9,Yuma,AZ,85365,No Parking,(928) 344-5974
529,-122.254149,38.184406,Walmart Supercenter,#1651,No Gas,7011 N Main St,American Canyon,CA,94503,No Parking,(707) 557-4393
530,-117.907932,33.819176,Walmart Neighborhood Market,#5640,No Gas,1120 S Anaheim Blvd: I-5 Exit 110,Anaheim,CA,92805,No Parking,(657) 208-5201
531,-117.994102,33.832609,Walmart Neighborhood Market,#3101,No Gas,121 N Beach Blvd,Anaheim,CA,92801,Parking Available,(714) 822-3179
532,-117.938894,33.836475,Walmart Supercenter,#2242,No Gas,440 N Euclid St; I-5 Exit 111,Anaheim,CA,92801,No Parking,(714) 491-0744
533,-117.918879,33.859075,Walmart Supercenter,#5930,No Gas,88 E Orangethorpe Ave,Anaheim,CA,92801,No Parking,(714) 447-6751
534,-122.288763,40.431879,Walmart Supercenter,#5133,No Gas,5000 Rhonda Rd; I-15 Exit 667,Anderson,CA,96007,Parking Available,(530) 378-0244
535,-121.393747,38.712722,Walmart Supercenter,#1881,No Gas,7901 Watt Ave,Antelope,CA,95843,No Parking,(916) 332-3173
536,-121.761632,37.962732,Walmart Supercenter,#2697,No Gas,4893 Lone Tree Way,Antioch,CA,94531,No Parking,(925) 755-0900
537,-117.2227,34.525952,Walmart,#2333,No Gas,20251 Hwy 18,Apple Valley,CA,92307,No Parking,(760) 946-2030
538,-120.597738,35.128305,Walmart,#2556,No Gas,1168 W Branch St.,Arroyo Grande,CA,93420,No Parking,(805) 474-0800
539,-120.609274,37.340527,Walmart Supercenter,#5890,No Gas,800 Commerce Ave,Atwater,CA,95301,Parking Available,(209) 676-3087
540,-119.146439,35.369484,Walmart Neighborhood Market,#3139,No Gas,1249 Allen Rd,Bakersfield,CA,93312,Parking Available,(661) 535-6373
541,-118.96062,35.392429,Walmart Supercenter,#1624,No Gas,2601 Fashion PL,Bakersfield,CA,93306,Parking Available,(661) 873-7120
542,-119.021651,35.434141,Walmart Neighborhood Market,#3140,No Gas,3111 N Chester Ave,Bakersfield,CA,93308,No Parking,(661) 368-7010
543,-118.947899,35.353474,Walmart Neighborhood Market,#3141,No Gas,5037 E Brundage Ln: Hwy 56 Exit 115,Bakersfield,CA,93307,No Parking,(661) 448-8147
544,-119.094421,35.308867,Walmart Supercenter,#5134,No Gas,5075 Gosford Rd,Bakersfield,CA,93313,No Parking,(661) 282-3099
545,-119.1107,35.412109,Walmart Neighborhood Market,#3138,No Gas,5625 Calloway Dr,Bakersfield,CA,93312,No Parking,(661) 368-7065
546,-119.094562,35.304472,Sam's Club,#4819,Gas/Diesel,5625 Gosford Rd,Bakersfield,CA,93313,Parking Available,(661) 654-8565
547,-119.029263,35.298027,Walmart Supercenter,#1574,No Gas,6225 Colony St,Bakersfield,CA,93307,Parking Available,(661) 398-7297
548,-119.095315,35.385678,Walmart Supercenter,#2557,No Gas,8400 Rosedale Hwy,Bakersfield,CA,93312,Parking Available,(661) 588-2097
549,-117.962596,34.071194,Walmart Supercenter,#3522,No Gas,3250 Big Dalton Ave; I-10 Exit 33,Baldwin Park,CA,91706,No Parking,(626) 814-2235
550,-116.992404,34.882565,Walmart Supercenter,#1879,No Gas,301 Montara Rd; I-40 Exit 1,Barstow,CA,92311,Parking Available,(760) 252-5000
551,-116.9521,33.9243,Walmart Supercenter,#5156,No Gas,1540 E 2nd St,Beaumont,CA,92223,Parking Available,(951) 845-1529
552,-115.546748,32.962429,Walmart Supercenter,#5335,No Gas,250 Wildcat Dr,Brawley,CA,92227,Parking Available,(760) 351-0186
553,-117.865358,33.912703,Walmart,#2523,No Gas,2595 E Imperial Hwy,Brea,CA,92821,No Parking,(714) 529-0596
554,-117.986569,33.845499,Walmart,#5032,No Gas,8450 La Palma Ave,Buena Park,CA,90620,No Parking,(714) 484-8668
555,-118.32383,34.188319,Walmart Supercenter,#5686,No Gas,1301 N Victory PL; I-5 Exit 46,Burbank,CA,91502,No Parking,(747) 261-7243
556,-115.496482,32.696619,Walmart Supercenter,#1859,No Gas,2540 Rockwood Ave,Calexico,CA,92231,Parking Available,(760) 768-5013
557,-119.095274,34.220759,Walmart Neighborhood Market,#5664,No Gas,275 W Ventura Blvd,Camarillo,CA,93010,No Parking,(805) 233-3378
558,-121.325462,38.661518,Walmart Neighborhood Market,#5981,No Gas,6005 Madison Ave; I-80 Exit 98,Carmichael,CA,95608,No Parking,(916) 534-1157
559,-118.264244,33.848163,Walmart Neighborhood Market,#5602,No Gas,20226 Avalon Blvd; I-405 Exit 35,Carson,CA,90746,No Parking,(424) 233-3317
560,-120.937377,37.607452,Walmart,#1983,No Gas,1670 Mitchell Rd,Ceres,CA,95307,No Parking,(209) 541-0253
561,-118.061848,33.871648,Walmart Supercenter,#2082,No Gas,12701 Towne Center Dr,Cerritos,CA,90703,No Parking,(562) 924-1486
562,-121.803645,39.72324,Walmart,#2044,No Gas,2044 Forest Ave,Chico,CA,95928,No Parking,(530) 899-8760
563,-117.718236,33.995704,Walmart Supercenter,#3464,No Gas,3943 Grand Ave,Chino,CA,91710,No Parking,(909) 364-1968
564,-117.686016,34.032024,Sam's Club,#6610,Gas,3951 Grand Ave,Chino,CA,91710,Parking Available,(909) 548-6173
565,-117.082547,32.607393,Walmart,#5305,No Gas,1150 Broadway; I-5 Exit 6,Chula Vista,CA,91911,Parking Available,(619) 591-4910
566,-116.967209,32.631462,Walmart Supercenter,#3516,No Gas,1360 Eastlake Pkwy,Chula Vista,CA,91915,No Parking,(619) 858-0071
567,-117.094029,32.651029,Walmart,#2291,No Gas,75 N Broadway; I-5 Exit 8,Chula Vista,CA,91910,Parking Available,(619) 691-7945
568,-117.024426,32.636682,Walmart Supercenter,#3947,No Gas,875 East H St,Chula Vista,CA,91910,Parking Available,(619) 205-4259
569,-121.27163,38.677213,Walmart Neighborhood Market,#4759,No Gas,6197 SunriSE Blvd,Citrus Heights,CA,95610,No Parking,(916) 560-0031
570,-121.295299,38.690438,Walmart Supercenter,#3712,No Gas,7010 Auburn Blvd,Citrus Heights,CA,95621,No Parking,(916) 729-8077
571,-121.29608,38.67964,Sam's Club,#4799,Gas,7147 Greenback Lane,Citrus Heights,CA,95610,Parking Available,(916) 721-6527
572,-117.932167,33.999069,Walmart Supercenter,#2251,No Gas,17150 Gale Ave,City Of Industry,CA,91745,No Parking,(626) 854-1166
573,-122.616503,38.930733,Walmart,#1979,No Gas,15960 Dam Rd,Clearlake,CA,95422,Parking Available,(707) 994-6881
574,-119.695912,36.838806,Walmart Supercenter,#5337,No Gas,1185 Herndon Ave,Clovis,CA,93611,No Parking,(559) 321-0067
575,-119.680902,36.807426,Walmart Neighborhood Market,#5633,No Gas,1830 Shaw Ave,Clovis,CA,93611,No Parking,(559) 862-2718
576,-119.71679,36.810619,Walmart Supercenter,#2277,No Gas,323 W Shaw Ave,Clovis,CA,93612,No Parking,(559) 297-4176
577,-116.215087,33.699123,Walmart Neighborhood Market,#2826,No Gas,83053 Ave 48,Coachelle,CA,92201,Parking Available,(760) 262-8050
578,-117.306871,34.049653,Walmart Supercenter,#1692,No Gas,1120 S Mt Vernon Ave; I-215 Exit 39,Colton,CA,92324,No Parking,(909) 783-0497
579,-118.207094,33.909891,Walmart Supercenter,#5807,No Gas,2100 N Long Beach Blvd,Compton,CA,90221,Parking Available,(562) 295-3870
580,-122.054364,37.981613,Sam's Club,#6612,No Gas,1225 Concord Ave; I-680 Exit 40,Concord,CA,94520,Parking Available,(909) 371-7220
581,-117.54033,33.845723,Walmart Supercenter,#2842,No Gas,1290 E Ontario Ave; I-15 Exit 93,Corona,CA,92881,No Parking,(951) 278-0924
582,-117.537725,33.846891,Sam's Club,#4709,Gas,1375 E Ontario Ave; I-15 Exit 93,Corona,CA,92882,Parking Available,(951) 582-0319
583,-117.596153,33.877601,Walmart Neighborhood Market,#2487,No Gas,1560 W 6th St,Corona,CA,92882,No Parking,(951) 393-6405
584,-117.518023,33.890412,Walmart Supercenter,#1912,No Gas,479 N Mckinley St.,Corona,CA,92879,No Parking,(951) 270-0707
585,-117.90932,34.103335,Walmart Supercenter,#2292,No Gas,1275 N Azusa Ave; I-210 Exit 40,Covina,CA,91722,No Parking,(626) 339-4161
586,-124.190094,41.774071,Walmart Supercenter,#1910,No Gas,900 E Washington Blvd,Crescent City,CA,95531,No Parking,(707) 464-1198
587,-119.244414,35.74691,Walmart Supercenter,#5215,No Gas,530 Woollomes Ave,Delano,CA,93215,No Parking,(661) 370-4061
588,-117.81074,34.001401,Walmart Neighborhood Market,#4762,No Gas,1180 S Diamond Bar Blvd,Diamond Bar,CA,91765,No Parking,(909) 378-4055
589,-119.402313,36.544373,Walmart Supercenter,#5394,No Gas,770 W El Monte Way,Dinuba,CA,93618,No Parking,(559) 591-0380
590,-121.820375,38.470824,Walmart Supercenter,#5139,No Gas,235 E Dorset Dr; I-80 Exit 66,Dixon,CA,95620,Parking Available,(707) 693-6505
591,-118.148201,33.928275,Walmart Neighborhood Market,#5603,No Gas,12270 Paramount Blvd: I-105 Exit 15,Downey,CA,90242,No Parking,(562) 622-4891
592,-118.128173,33.923,Walmart Supercenter,#4132,No Gas,9001 Apollo Way,Downey,CA,90242,No Parking,(562) 803-3507
593,-117.984813,34.134144,Walmart,#2401,No Gas,1600 S Mountain Ave; I-210 Exit 35,Duarte,CA,91010,No Parking,(626) 359-7708
594,-116.901577,32.823543,Walmart Supercenter,#2253,No Gas,13487 Camino Canada,El Cajon,CA,92021,No Parking,(619) 561-0828
595,-116.936099,32.798004,Walmart Neighborhood Market,#4169,No Gas,300 N 2nd St; I-8 Exit 19,El Cajon,CA,92021,No Parking,(619) 219-5246
596,-116.96931,32.804315,Walmart,#3524,No Gas,605 Fletcher Pkwy,El Cajon,CA,92020,No Parking,(619) 440-2009
597,-115.575783,32.813368,Walmart Supercenter,#1555,No Gas,2150 N Waterman Ave,El Centro,CA,92243,Parking Available,(760) 337-1600
598,-118.027997,34.09321,Sam's Club,#6614,Gas/Diesel,4901 Santa Anita Ave,El Monte,CA,91731,Parking Available,(626) 575-0973
599,-121.416431,38.39267,Walmart,#5848,No Gas,10075 Bruceville Rd,Elk Grove,CA,95757,No Parking,(916) 585-7344
600,-121.392028,38.409567,Walmart Neighborhood Market,#5683,No Gas,8455 Elk Grove Blvd,Elk Grove,CA,95758,No Parking,(916) 509-3170
601,-121.391523,38.41115,Walmart,#1697,No Gas,8465 Elk Grove Blvd,Elk Grove,CA,95758,No Parking,(916) 684-7100
602,-117.265851,33.068309,Walmart Supercenter,#5886,No Gas,1550 Leucadia Blvd: I-5 Exit 43,Encinitas,CA,92024,No Parking,(760) 704-0243
603,-117.06567,33.131107,Walmart Neighborhood Market,#3084,No Gas,1266 E Valley Pkwy,Escondido,CA,92027,No Parking,(760) 871-6760
604,-117.06265,33.129641,Walmart,#5996,No Gas,1330 E Grand Ave,Escondido,CA,92027,Parking Available,(760) 871-6622
605,-124.189786,40.781286,Walmart,#5629,No Gas,3300 Broadway Bayshore Mall,Eureka,CA,95501,Parking Available,(707) 832-5269
606,-122.034735,38.278948,Walmart Supercenter,#2048,No Gas,2701 N Texas St: I-80 Exit 43,Fairfield,CA,94533,No Parking,(707) 428-4792
607,-121.166947,38.669234,Walmart Supercenter,#1760,No Gas,1018 Riley St,Folsom,CA,95630,No Parking,(916) 983-1090
608,-121.118978,38.644945,Sam's Club,#6620,Gas,2495 Iron Point Rd #11,Folsom,CA,95630,Parking Available,(916) 817-8965
609,-117.429056,34.105569,Walmart,#1756,No Gas,17251 Foothills Blvd.,Fontana,CA,92335,No Parking,(909) 355-6922
610,-117.670347,33.679859,Walmart Supercenter,#2218,No Gas,26502 Towne Center Dr,Foothill Ranch,CA,92610,No Parking,(949) 588-7923
611,-117.955677,33.714348,Sam's Club,#6615,Gas/Diesel,17099 Brookhurst St; I-405 Exit 13,Fountain Valley,CA,92708,Parking Available,(714) 968-9782
612,-121.986147,37.519426,Walmart,#5426,No Gas,40580 Albrae St; I-880 Exit 16,Fremont,CA,94538,No Parking,(510) 440-8060
613,-121.94219,37.511489,Walmart,#2989,No Gas,44009 Osgood Rd; I-680 Exit 14,Fremont,CA,94539,No Parking,(510) 651-3301
614,-119.789322,36.793815,Walmart Supercenter,#5632,No Gas,1804 E Ashlan Ave,Fresno,CA,93726,No Parking,(559) 470-6967
615,-119.756042,36.7789,Walmart Neighborhood Market,#2689,No Gas,3131 N Cedar Ave,Fresno,CA,93703,No Parking,(559) 538-1375
616,-119.860334,36.809835,Walmart Supercenter,#1815,No Gas,4080 W Shaw,Fresno,CA,93722,No Parking,(559) 277-8191
617,-119.72145,36.73746,Walmart Supercenter,#2001,No Gas,5125 E Kings Canyon,Fresno,CA,93727,No Parking,(559) 252-9457
618,-119.729655,36.835955,Walmart Neighborhood Market,#5634,No Gas,6855 N Willow Ave,Fresno,CA,93710,Parking Available,(559) 862-2062
619,-119.803447,36.838467,Walmart Supercenter,#2985,No Gas,7065 N Ingram Ave,Fresno,CA,93650,No Parking,(559) 431-0107
620,-119.79329,36.848681,Sam's Club,#4704,No Gas,7663 N Blackstone Ave,Fresno,CA,93720,Parking Available,(559) 446-0106
621,-117.88247,33.865345,Sam's Club,#6616,No Gas,603 S PLntia Ave,Fullerton,CA,92831,Parking Available,(714) 738-1251
622,-121.304668,38.290764,Walmart Supercenter,#5231,No Gas,10470 Twin Cities Rd; Hwy 99 Exit 277,Galt,CA,95632,No Parking,(209) 744-1938
623,-117.942214,33.802975,Walmart Neighborhood Market,#5639,No Gas,10912 Katella Ave; I-5 Exit 109,Garden Grove,CA,92804,No Parking,(714) 620-3822
624,-117.966606,33.790918,Walmart Supercenter,#4171,No Gas,11822 Gilbert St,Garden Grove,CA,92841,No Parking,(714) 591-1300
625,-118.297248,33.87387,Sam's Club,#6617,No Gas,1399 Artesia Blvd; I-405 Exit 38,Gardena,CA,90247,Parking Available,(310) 532-0779
626,-121.551456,37.007596,Walmart Supercenter,#2002,No Gas,7150 Camino Arroyo,Gilroy,CA,95020,No Parking,(408) 848-8161
627,-117.833195,34.11536,Sam's Club,#6240,Gas/Diesel,1301 S Lone Hill Ave; I-210 Exit 44,Glendora,CA,91740,Parking Available,(909) 394-4556
628,-117.826802,34.116489,Walmart Supercenter,#1941,No Gas,1950 Auto Center Dr; I-210 Exit 44,Glendora,CA,91740,No Parking,(909) 592-4866
629,-121.224949,38.743124,Walmart Neighborhood Market,#5980,No Gas,4080 Douglas Blvd: I-80 Exit 103,Granite Bay,CA,95746,No Parking,(916) 380-3252
630,-119.675057,36.321698,Walmart Supercenter,#1645,No Gas,250 S 12th Ave,Hanford,CA,93230,Parking Available,(559) 583-6292
631,-118.362099,33.900227,Walmart Neighborhood Market,#5604,No Gas,14441 Inglewood Ave,Hawthorne,CA,90260,No Parking,(424) 336-2212
632,-117.008669,33.726457,Walmart Supercenter,#1853,No Gas,1231 S Sanderson Ave,Hemet,CA,92545,No Parking,(951) 766-1164
633,-116.979091,33.744636,Walmart Neighborhood Market,#5008,No Gas,859 W Florida Ave,Hemet,CA,92543,Parking Available,(951) 492-3029
634,-117.371471,34.425964,Walmart Supercenter,#4340,No Gas,13401 Main St: I-15 Exit 143,Hesperia,CA,92345,Parking Available,(760) 948-4851
635,-117.195187,34.136938,Walmart Supercenter,#1914,No Gas,4210 E Highland Ave,Highland,CA,92346,No Parking,(909) 425-8846
636,-117.987406,33.655354,Walmart Neighborhood Market,#5601,No Gas,21132 Beach Blvd,Huntington Beach,CA,92646,No Parking,(714) 274-4484
637,-117.986419,33.700229,Walmart,#2636,No Gas,8230 Talbert Ave,Huntington Beach,CA,92646,No Parking,(714) 841-5390
638,-116.266473,33.728658,Walmart Neighborhood Market,#8958,No Gas,44100 Jefferson St,Indio,CA,92201,Parking Available,(760) 895-6030
639,-116.229164,33.742639,Walmart Supercenter,#2181,No Gas,82491 Ave 42; I-10 Exit 142/143,Indio,CA,92203,Parking Available,(760) 262-8004
640,-117.834973,33.698287,Walmart Supercenter,#5644,No Gas,16555 Von Karman Ave: I-405 Exit 7,Irvine,CA,92606,No Parking,(949) 623-7467
641,-117.741385,33.657427,Walmart Supercenter,#5687,No Gas,71 Technology Dr; I-5 Exit 94,Irvine,CA,92618,No Parking,(949) 623-6587
642,-120.804952,38.358069,Walmart,#2054,No Gas,10355 Wicklow Way,Jackson,CA,95654,Parking Available,(209) 223-5384
643,-117.476743,33.974852,Walmart Neighborhood Market,#5663,No Gas,8844 Limonite Ave,Jurupa Valley,CA,92509,No Parking,(951) 968-7218
644,-120.045352,36.734595,Walmart Supercenter,#5701,No Gas,14061 W Whitesbridge Ave,Kerman,CA,93630,No Parking,(559) 846-1200
645,-117.934836,33.916761,Walmart Supercenter,#5641,No Gas,1000 E Imperial Hwy,La Habra,CA,90631,No Parking,(714) 869-0530
646,-117.966922,33.915105,Walmart Supercenter,#3248,No Gas,1340 S Beach Blvd,La Habra,CA,90631,No Parking,(562) 694-2707
647,-117.970104,33.913477,Sam's Club,#4735,Gas,1390 S Beach Blvd,La Habra,CA,90631,Parking Available,(562) 697-9281
648,-117.009043,32.77761,Walmart,#5140,No Gas,5500 Grossmont Center Dr,La Mesa,CA,91942,No Parking,(619) 337-3655
649,-117.006823,32.773552,Walmart Neighborhood Market,#5684,No Gas,8810 Grossmont Blvd,La Mesa,CA,91942,No Parking,(619) 403-5392
650,-118.013693,33.918274,Walmart Neighborhood Market,#5661,No Gas,14865 Telegraph Rd,La Mirada,CA,90638,No Parking,(562) 567-6488
651,-118.038386,33.846188,Walmart Neighborhood Market,#3099,No Gas,5420 La Palma Ave,La Palma,CA,90623,No Parking,(714) 822-3152
652,-117.948942,34.046676,Walmart Neighborhood Market,#3133,No Gas,1425 N Hacienda Blvd,La Puente,CA,91744,No Parking,(626) 251-1877
653,-116.281212,33.704398,Walmart Supercenter,#1805,No Gas,79295 Hwy 111,La Quinta,CA,92253,No Parking,(760) 564-3313
654,-117.713226,33.564262,Walmart,#2206,No Gas,27470 Alicia Pkwy,Laguna Niguel,CA,92677,No Parking,(949) 360-0758
655,-117.295043,33.661841,Walmart,#2077,No Gas,31700 Grape St; I-15 Exit 73,Lake Elsinore,CA,92530,Parking Available,(951) 245-5990
656,-118.158525,33.831284,Walmart Supercenter,#2609,No Gas,2770 Carson St,Lakewood,CA,90712,No Parking,(562) 429-6239
657,-118.097617,34.691243,Walmart Supercenter,#2951,No Gas,1731 E Ave J,Lancaster,CA,93535,No Parking,(661) 945-7848
658,-118.172776,34.69371,Walmart Supercenter,#1563,No Gas,44665 Valley Central Way,Lancaster,CA,93534,No Parking,(661) 940-8744
659,-121.292341,38.888501,Walmart Neighborhood Market,#5979,No Gas,255 Lincoln Blvd: I-10 Exit 1A,Lincoln,CA,95648,No Parking,(916) 209-5129
660,-121.768082,37.699873,Walmart,#1972,No Gas,2700 Las Positas Rd; I-580 Exit 47,Livermore,CA,94550,No Parking,(925) 455-0215
661,-121.307837,38.113337,Walmart Supercenter,#1789,No Gas,1601 S Lower Sacramento Rd,Lodi,CA,95242,No Parking,(209) 368-6696
662,-117.242637,34.048302,Walmart Neighborhood Market,#2998,No Gas,25755 Barton Rd,Loma Linda,CA,92354,Parking Available,(909) 283-7239
663,-120.465177,34.662009,Walmart Supercenter,#1989,No Gas,701 W Central Ave,Lompoc,CA,93436,No Parking,(805) 735-9088
664,-118.149111,33.860518,Walmart Supercenter,#4101,No Gas,3705 E S St,Long Beach,CA,90805,No Parking,(562) 582-1003
665,-118.091326,33.829259,Walmart Supercenter,#3477,No Gas,7250 Carson Blvd; I-605 Exit 3,Long Beach,CA,90808,No Parking,(562) 425-5113
666,-118.083486,33.827162,Sam's Club,#6613,Gas,7480 Carson Blvd; I-605 Exit 3,Long Beach,CA,90808,Parking Available,(562) 425-0662
667,-120.878932,37.054834,Walmart Supercenter,#2117,No Gas,1575 W Pacheco Blvd,Los Banos,CA,93635,Parking Available,(209) 826-9655
668,-120.082287,36.975477,Walmart,#1583,No Gas,1977 Cleveland Ave,Madera,CA,93637,Parking Available,(559) 675-9212
669,-121.217681,37.785651,Walmart Supercenter,#1840,No Gas,1205 S Main St,Manteca,CA,95337,Parking Available,(209) 824-2000
670,-121.800565,36.69359,Walmart Supercenter,#4488,No Gas,150 Beach Rd,Marina,CA,93933,No Parking,(831) 883-9138
671,-122.108671,37.996546,Walmart,#3493,No Gas,1021 Arnold Dr,Martinez,CA,94553,No Parking,(925) 313-5716
672,-121.573059,39.126865,Walmart Supercenter,#5136,No Gas,1131 N Beale Rd,Marysville,CA,95901,No Parking,(530) 634-9751
673,-120.500833,37.317985,Walmart,#2039,No Gas,3055 Loughborough Dr,Merced,CA,95348,No Parking,(209) 384-1275
674,-121.92022,37.431104,Walmart Supercenter,#2119,No Gas,301 Ranch Dr; I-880 Exit 47,Milpitas,CA,95035,No Parking,(408) 934-0304
675,-120.976622,37.664054,Walmart Neighborhood Market,#3046,No Gas,1421 Coffee Rd,Modesto,CA,95355,No Parking,(209) 222-5632
676,-121.036889,37.672584,Walmart,#1587,No Gas,2225 Plaza Pkwy,Modesto,CA,95350,No Parking,(209) 524-4733
677,-120.994174,37.694531,Walmart Supercenter,#5710,No Gas,3848 Mchenry Ave,Modesto,CA,95350,No Parking,(209) 342-0949
678,-117.180781,33.935863,Walmart Supercenter,#5193,No Gas,12721 Moreno Beach Dr,Moreno Valley,CA,92555,Parking Available,(951) 242-1185
679,-121.655522,37.149811,Walmart Supercenter,#5766,No Gas,170 Cochrane Plaza,Morgan Hill,CA,95037,No Parking,(408) 779-8172
680,-122.109088,37.401457,Walmart,#2280,No Gas,600 Showers Dr,Mountain View,CA,94040,No Parking,(650) 917-0796
681,-117.177504,33.554075,Sam's Club,#4822,Gas,40500 Murrieta Hot Springs Rd; I-15 Exit 64,Murrieta,CA,92563,Parking Available,(951) 696-4500
682,-117.193567,33.552902,Walmart,#2952,No Gas,41200 Murrieta Hot Springs Rd; I-15 Exit 64,Murrieta,CA,92562,No Parking,(951) 696-7135
683,-122.28327,38.309653,Walmart Supercenter,#2925,No Gas,681 Lincoln Ave,Napa,CA,94559,No Parking,(707) 224-8797
684,-117.098304,32.674348,Walmart Supercenter,#5023,No Gas,1200 Highland Ave; I-5 Exit 11,National City,CA,91950,No Parking,(619) 336-0395
685,-121.383715,38.649872,Walmart Supercenter,#4393,No Gas,4675 Watt Ave,North Highlands,CA,95660,Parking Available,(916) 621-1454
686,-118.082984,33.917688,Walmart,#5164,No Gas,11729 Imperial Hwy,Norwalk,CA,90650,No Parking,(562) 929-6766
687,-117.375615,33.198562,Walmart Neighborhood Market,#5637,No Gas,1046 Mission Ave; I-5 Exit 53,Oceanside,CA,92054,No Parking,(760) 696-9906
688,-117.346746,33.180684,Walmart Supercenter,#2494,No Gas,2100 Vista Way; I-5 Exit 51,Oceanside,CA,92054,No Parking,(760) 966-0026
689,-117.296743,33.177158,Walmart Supercenter,#5075,No Gas,3405 Marron Rd,Oceanside,CA,92056,No Parking,(760) 730-1371
690,-117.290684,33.242206,Walmart Supercenter,#2245,No Gas,705 College Blvd,Oceanside,CA,92057,No Parking,(760) 631-0434
691,-117.670455,34.083315,Walmart Supercenter,#3796,No Gas,1333 N Mountain Ave,Ontario,CA,91762,No Parking,(909) 321-3165
692,-117.559903,34.073622,Sam's Club,#6619,Gas,951 N Milliken; I-10 Exit 57,Ontario,CA,91761,Parking Available,(909) 476-9259
693,-117.83745,33.828093,Walmart,#2546,No Gas,2300 N Tustin St,Orange,CA,92865,No Parking,(714) 998-4473
694,-121.22328,38.679118,Walmart Supercenter,#4309,No Gas,8961 Greenback Lane,Orangevale,CA,95662,No Parking,(916) 989-5800
695,-121.570942,39.492194,Walmart Supercenter,#1575,No Gas,465 Cal Oak Rd,Oroville,CA,95965,No Parking,(530) 534-1082
696,-119.160102,34.220236,Walmart Supercenter,#2032,No Gas,2001 N Rose Ave; Hwy 101 Exit 61,Oxnard,CA,93036,No Parking,(805) 981-4884
697,-119.160303,34.223676,Sam's Club,#6455,No Gas,2401 N Rose Ave; Hwy 101 Exit 61,Oxnard,CA,93036,Parking Available,(805) 983-2442
698,-119.178066,34.17473,Walmart,#3087,No Gas,2701 Saviers Rd,Oxnard,CA,93033,No Parking,(805) 200-5224
699,-119.17934,34.236503,Walmart Neighborhood Market,#5643,No Gas,421 W Esplanade Dr; Hwy 101 Exit 61,Oxnard,CA,93036,No Parking,(805) 604-2082
